A,C,F0.5
0.5488570850463592,-1.1117605287336647,0.21810564663406548
1.7843796874242095,-0.16517583701292882,0.8916814867522475
-0.7534645287403521,2.068672543057202,-0.3183511932128089
0.5496961951507613,-2.4864913020900303,0.16618057280680393
-1.2124278994434852,-1.5495343582566483,-0.5751278486047913
0.4886070205615516,-2.2220446090482504,0.16256563204912788
-2.913424096189301,0.6684839139123784,-0.20248673955024415
-2.3028101767913434,-0.44634475020397657,-0.8694059946741599
-2.594772053949259,1.0537178096143158,-0.43167435670093407
0.13271112517394457,0.41070519993130805,-0.017131193981947145
0.3977179971686766,-1.0731889288371765,0.1658179897889246
2.0105933100689803,1.906997811964363,0.360111798863008
0.5590831335928783,2.990159240411054,0.024137203199711837
1.4386818160535775,1.1760977310199916,0.6418499447900506
0.689629777697057,-1.2419645785680156,0.37916844585171255
-2.558771601599216,0.814941982583953,-0.5139553331366986
1.7970467544142465,2.5606952900579234,0.03583597302539337
-2.2693520439909713,0.6191724640067617,-0.7725001798607745
-1.0327220739225726,0.8436601537397275,-0.5273084401439441
0.19695499006595796,2.1374970068911265,0.0347828846540816
-1.4059647613881971,2.051901430337013,-0.4060766632468854
-2.2866767633612985,-0.0810918245697736,-0.8820201183571478
2.920735255199082,1.1425555679650037,-0.010759250205808597
1.8060341603459626,0.4822642589485415,0.8286636468147933
-2.881066643924827,-2.862915321357807,1.168873893236491
-1.6412379118992977,-2.7822913297809593,0.09649944200089164
-0.9772226910496631,-0.3204065136008385,-0.40758667305300206
0.8729468026010738,-2.9854119873460503,-0.004281690391080395
-2.8445166768676526,0.7856499478142327,-0.27664531366009076
-2.767295825459536,1.4469391000323002,-0.06241841547727944
0.44931805762411114,1.231109066855879,0.16732204683694202
-0.9393578685685187,-2.1106390258796237,-0.3921715455644505
-2.5316898699189245,-2.4799826379187957,0.47072880920093624
1.5003159939487656,-2.0180131686338503,0.390211464737598
0.7334933039466067,-0.9235482615958759,0.35820688394122974
0.555917833117654,2.4788345611662255,0.16671246670359963
0.6785431903445334,-0.7269589481621814,0.276915122430661
2.352338387867949,2.318518640179743,-0.22565333982229716
-2.780165537327263,2.1952229819789766,0.5197394555661919
1.5085983153256581,-2.531988679909372,0.19110782425281858
-1.850289136200053,0.17365913719322545,-0.9144582180721532
1.2587271997962484,0.8896096490065197,0.6613938759307887
0.6468866950045822,-2.835934003810882,0.041484487196341915
1.149624094531367,-2.28381544172177,0.27945610585680575
0.5975887160290712,-1.2207534192157143,0.28683220185167213
-1.7779555841813357,-2.648773487432508,0.019417138484181563
1.1854531917512787,-0.8581276949406096,0.614473911824606
2.4496988091192122,2.2913260813898866,-0.26108879621003617
0.8809772534162583,1.8453699550459834,0.4019495195613505
-0.9340396029322813,-2.0867158156382386,-0.3777864537786858
